brand,nama_produk,username,star,date,comment,sentiment,confidence_sentiment_score,aspect_sentiments,Keywords Tags
Reebok,Reebok Unisex Adult Classic Leather,T James,4,5-Aug-24,this was a great buy however they have a very snug fit and run small so opt for one size up,positif,0.971258044,"{'comfort': 'negative', 'price': 'positive', 'quality': 'positive'}","['opt', 'snug', 'run', 'buy', 'small', 'great', 'fit', 'size']"
Reebok,Reebok Unisex Adult Classic Leather,Mitchichris,4,18-Aug-24,love the sneakers looks very neat on his foot no regrets so far,positif,0.983095229,"{'comfort': 'positive', 'design': 'positive', 'quality': 'positive'}","['regrets', 'neat', 'far', 'looks', 'foot', 'sneakers', 'love']"
Reebok,Reebok Unisex Adult Classic Leather,Muy bonitos,4,30-Aug-24,they arrived in good condition,positif,0.891210854,"{'comfort': 'positive', 'quality': 'positive'}","['condition', 'arrived', 'good']"
Reebok,Reebok Unisex Adult Classic Leather,joel,4,7-Aug-24,standard classic footwear capable i expected it to be more comfortable but depending on price and quality i think its good,positif,0.894799292,"{'comfort': 'positive', 'design': 'positive', 'price': 'positive', 'quality': 'positive'}","['capable', 'depending', 'footwear', 'standard', 'classic', 'think', 'expected', 'price', 'quality', 'good']"
Reebok,Reebok Unisex Adult Classic Leather,Yolie T,4,17-Jun-24,smaller for boys needs to go up a half size,neutral,0.824021995,"{'comfort': 'negative', 'design': 'negative', 'price': 'negative', 'quality': 'negative'}","['boys', 'needs', 'smaller', 'half', 'size']"
Reebok,Reebok Unisex Adult Classic Leather,Robert J. Mcglone,4,23-Feb-24,these are unisex sized i ordered a womens and received a mens fortunately they fit fine despite a slightly narrower toe than what was on my wifes previous model so it all worked however if i had to do it again i would have ordered a specific womens shoe just be aware of this,positif,0.839298487,"{'comfort': 'negative', 'design': 'negative', 'quality': 'negative'}","['womens', 'wifes', 'fortunately', 'specific', 'aware', 'ordered', 'worked', 'previous', 'despite', 'narrower']"
Reebok,Reebok Unisex Adult Classic Leather,nk,4,14-Mar-24,i enjoy these shoes they fit well but feel a little heavy for my liking they make my feet feel huge not uncomfortable but not super comfy either i wouldnt expect them to work in a functional sense at all more of a casual just buy if you like the look shoe,positif,0.595647335,"{'comfort': 'negative', 'design': 'positive', 'quality': 'positive'}","['feel', 'liking', 'functional', 'sense', 'enjoy', 'huge', 'heavy', 'expect', 'wouldnt', 'casual']"
Reebok,Reebok Unisex Adult Classic Leather,@Mr_thisistooeasy,4,26-Apr-24,i love the profile of these sneakers i have been looking for black sneakers that are all black that i could wear with anything and these are it,positif,0.98434931,"{'comfort': 'positive', 'design': 'positive', 'quality': 'positive'}","['black', 'profile', 'sneakers', 'looking', 'love', 'wear']"
Reebok,Reebok Unisex Adult Classic Leather,demar Graham,4,4-May-24,it was a little bit tight but its ok,neutral,0.520143867,"{'comfort': 'positive', 'price': 'positive', 'quality': 'positive'}","['ok', 'bit', 'tight', 'little']"
Reebok,Reebok Unisex Adult Classic Leather,Whitney,4,5-Mar-24,when i purchased these i sized up a size based on what was in comments wrongthey were too big if i am speed walking you normally size up but theae shoes fit you reg size,negatif,0.671920836,"{'comfort': 'negative', 'design': 'negative', 'quality': 'negative'}","['reg', 'theae', 'wrongthey', 'speed', 'size', 'comments', 'based', 'sized', 'normally', 'purchased']"
Reebok,Reebok Unisex Adult Classic Leather,Lulu,4,5-Apr-24,fits true to size feels great on the feet the material is better than expected,positif,0.962189317,"{'comfort': 'positive', 'design': 'positive', 'quality': 'positive'}","['feels', 'material', 'better', 'fits', 'true', 'expected', 'feet', 'great', 'size']"
Reebok,Reebok Unisex Adult Classic Leather,Tecnoguía,4,26-Dec-23,well my only complain with this shoes is regarding the color actually is not a vibrant red instead looks like a pale red and i dont like it because is an ugly red is like a transition between red and rose you can see in my photo that the laces are darker than the shoes themselves,negatif,0.957019389,"{'design': 'negative', 'quality': 'negative'}","['red', 'like', 'rose', 'transition', 'pale', 'regarding', 'vibrant', 'darker', 'ugly', 'complain']"
Reebok,Reebok Unisex Adult Classic Leather,Jason C.,4,21-Mar-24,i buy these every summer but not from the same seller these are real not fugazy but what in life is perfect,positif,0.869882286,"{'comfort': 'positive', 'quality': 'positive'}","['fugazy', 'summer', 'life', 'seller', 'real', 'perfect', 'buy']"
Reebok,Reebok Unisex Adult Classic Leather,wandy,4,8-Jan-24,they are a classic shoe and i love them but these are coming out more narrow then ever on the front so i had to sell them to someone with thinner feet other than that they ok not too comfy either,positif,0.846739292,"{'comfort': 'negative', 'quality': 'negative'}","['sell', 'thinner', 'coming', 'ok', 'classic', 'comfy', 'narrow', 'feet', 'love', 'shoe']"
Reebok,Reebok Unisex Adult Classic Leather,Margo,4,19-Oct-23,i purchased these because i wanted a dressy sneaker for work they arrived fast but in a generic shoe box not an original reebok one there was a little bit of chemical smell to them but the leather looked really nice upon tying them on i realized that these run narrow if you have wide feet this style is not for you,positif,0.548852563,"{'comfort': 'negative', 'design': 'negative', 'quality': 'negative'}","['dressy', 'generic', 'chemical', 'tying', 'realized', 'smell', 'reebok', 'fast', 'looked', 'sneaker']"
Reebok,Reebok Unisex Adult Classic Leather,"Me.encantaron los tenis,buena calidad,solo k no corresponde el size,yo siempre uso un 6y medio k corre x un 37 y este size 6 y medio es un 38 ,kedan grandes",4,10-Mar-24,todo megusto its model its quality all super what k doesnt match thesize,neutral,0.613780916,"{'comfort': 'positive', 'design': 'positive', 'quality': 'positive'}","['megusto', 'thesize', 'todo', 'match', 'model', 'doesnt', 'super', 'quality']"
Reebok,Reebok Unisex Adult Classic Leather,Jason F. Santos,4,25-Feb-24,as expected fit as expected delivered as advertised would buy again for sure,positif,0.837846696,"{'comfort': 'positive', 'quality': 'positive'}","['expected', 'advertised', 'delivered', 'sure', 'buy', 'fit']"
Reebok,Reebok Unisex Adult Classic Leather,Sherrisse McIntyre,4,12-Nov-23,i bought these for work i also have them in white i love a good reebok and this was definitely a good purchase a bit narrow but you wear them and they will start to form to your feet,positif,0.979097843,"{'price': 'positive', 'quality': 'positive'}","['form', 'start', 'good', 'reebok', 'purchase', 'definitely', 'work', 'white', 'bit', 'narrow']"
Reebok,Reebok Unisex Adult Classic Leather,Amazon Customer,4,19-Jan-24,not for people with a broad foot,negatif,0.77245754,"{'comfort': 'negative', 'design': 'negative', 'price': 'negative', 'quality': 'negative'}","['broad', 'people', 'foot']"
Reebok,Reebok Unisex Adult Classic Leather,ALE65,4,6-Feb-24,very nice and i love their design,positif,0.988758922,"{'design': 'positive', 'quality': 'positive'}","['design', 'nice', 'love']"
Reebok,Reebok Unisex Adult Classic Leather,Mimi X 3,4,7-Apr-23,i dont think the uppers are real leather ill be able to tell better after seeing stretch breathability i originally ordered size up based on other reviews but exchanged for my normal size i dont have narrow feet and prefer room in toe box i was able to remove shoe liner and insert my high arch keens insole and it fits perfectly shoe is deep enough to keep my heel from slipping out even with the thicker archliner very cute mine are whitegray,positif,0.751358867,"{'comfort': 'positive', 'design': 'positive', 'quality': 'positive'}","['able', 'archliner', 'keens', 'whitegray', 'breathability', 'liner', 'seeing', 'uppers', 'exchanged', 'deep']"
Reebok,Reebok Unisex Adult Classic Leather,Perfect thank you 👍,4,7-Feb-24,exactly what i want,positif,0.663382947,"{'comfort': 'positive', 'quality': 'positive'}","['exactly', 'want']"
Reebok,Reebok Unisex Adult Classic Leather,Amazon Customer,4,6-Dec-23,its just a little tight on my small toe other than that love the color and fit,positif,0.797414839,"{'comfort': 'positive', 'design': 'positive', 'quality': 'positive'}","['toe', 'tight', 'color', 'small', 'little', 'just', 'love', 'fit']"
Reebok,Reebok Unisex Adult Classic Leather,Edgar N. C.,4,7-Jan-24,very comfortable classics made with excellent materials,positif,0.952663183,"{'comfort': 'positive', 'quality': 'positive'}","['classics', 'materials', 'excellent', 'comfortable']"
Reebok,Reebok Unisex Adult Classic Leather,Amazon Customer,4,19-Nov-22,normally puma adidas and reebok wear different sizes than nike i fit in nike and in pumas and adidas i buy them but this pair that i buy from reebok is very tight on the front and i am a person with very thin feet but these make me uncomfortable at the tip of the shoes i recommend that if they wear they buy a pair of but other than that the pair of sneakers is beautiful,positif,0.432040393,"{'comfort': 'negative', 'design': 'positive', 'quality': 'positive'}","['nike', 'buy', 'reebok', 'pair', 'adidas', 'tip', 'person', 'wear', 'normally', 'beautiful']"
Reebok,Reebok Unisex Adult Classic Leather,mkb,4,16-Mar-23,using this shoe primarily for working on my feet all day and id forgotten how comfortable leather sneakers can be i simply changed out the insole for a custom insole and perfection they also clean up easily with a wet rag my meshcloth shoes feel good but get so dirty in day at work im constantly washing them this is better,positif,0.852172673,"{'comfort': 'positive', 'quality': 'positive'}","['insole', 'meshcloth', 'perfection', 'rag', 'custom', 'forgotten', 'day', 'primarily', 'washing', 'constantly']"
Reebok,Reebok Unisex Adult Classic Leather,Elvis Roman,4,23-Dec-22,i didnt give it stars because they havent innovated they need to invent something so that the bottom edge doesnt get dirty so fast it gets dirty too fast no matter how careful we treats them they always get dirty fast but otherwise im super happy to see them bought again it had been more than years since i bought them,positif,0.469895601,{'quality': 'negative'},"['dirty', 'fast', 'innovated', 'invent', 'treats', 'gets', 'careful', 'bought', 'edge', 'matter']"
Reebok,Reebok Unisex Adult Classic Leather,Patricia McFadden,4,4-Jul-23,the sneaker is very nice i send the first pair back because they ran small i usually wear but they was small received the second pair real quick size they kind of ran ran small too but overall they will do,positif,0.967079461,"{'design': 'positive', 'quality': 'positive'}","['ran', 'small', 'pair', 'quick', 'send', 'kind', 'overall', 'second', 'real', 'usually']"
Reebok,Reebok Unisex Adult Classic Leather,S.J.,4,25-Aug-23,comfortable but could be lighter in weight miss not being able to get princess style in leather best shoes ever,positif,0.773110092,"{'comfort': 'negative', 'quality': 'positive'}","['princess', 'miss', 'lighter', 'weight', 'able', 'best', 'leather', 'style', 'comfortable', 'shoes']"
Reebok,Reebok Unisex Adult Classic Leather,Kurt Matherne,4,29-Aug-23,i wear a in mens and these are way to small very nice shoe though wish that they fit,positif,0.941777825,"{'comfort': 'negative', 'design': 'negative', 'quality': 'positive'}","['wish', 'mens', 'way', 'small', 'nice', 'wear', 'fit', 'shoe']"
Reebok,Reebok Unisex Adult Classic Leather,Sarah Fulop,4,4-Dec-22,i ordered a women men i am usually a in shoes they run a little small so can only wear with thin socks i would maybe order a half size up form your normal sneaker size but otherwise love the look good arch support i have flat feet and really comfty still look feminine,positif,0.90859282,"{'comfort': 'positive', 'design': 'positive', 'quality': 'positive'}","['comfty', 'feminine', 'form', 'look', 'women', 'men', 'flat', 'maybe', 'socks', 'normal']"
Reebok,Reebok Unisex Adult Classic Leather,Neca,4,24-May-23,great purchase bought it for my dad however they fit a little small in order for my dad to wear it comfortably he has to take the insole out id recommend sizing up for a better fit,positif,0.838614404,"{'comfort': 'positive', 'price': 'positive', 'quality': 'positive'}","['dad', 'comfortably', 'fit', 'id', 'sizing', 'insole', 'purchase', 'better', 'order', 'recommend']"
Reebok,Reebok Unisex Adult Classic Leather,Jessica Rosso,4,2-Oct-23,comfortable and beautiful,positif,0.948758543,"{'comfort': 'positive', 'design': 'positive', 'quality': 'positive'}","['beautiful', 'comfortable']"
Reebok,Reebok Unisex Adult Classic Leather,Juan Lora,4,12-Sep-23,very good material,positif,0.951418877,{'quality': 'positive'},"['material', 'good']"
Reebok,Reebok Unisex Adult Classic Leather,Eric V.,4,6-Aug-23,the size is correct for the width of the width i feel a little tight good quality,positif,0.869098127,"{'comfort': 'positive', 'design': 'positive', 'quality': 'positive'}","['width', 'correct', 'feel', 'tight', 'little', 'quality', 'good', 'size']"
Reebok,Reebok Unisex Adult Classic Leather,Rob,4,11-Jul-23,nice shoes i got the red which is very bright red its true to size,positif,0.955403268,"{'comfort': 'positive', 'quality': 'positive'}","['red', 'bright', 'true', 'got', 'nice', 'size', 'shoes']"
Reebok,Reebok Unisex Adult Classic Leather,Johnny Henry,4,30-Jul-23,very stylish and fits as expected,positif,0.928518772,"{'comfort': 'positive', 'design': 'positive', 'quality': 'positive'}","['stylish', 'fits', 'expected']"
Reebok,Reebok Unisex Adult Classic Leather,omer sulaiman warag,4,18-Jul-23,original and very comfortable get one size bigger,positif,0.807749212,"{'comfort': 'positive', 'design': 'positive', 'quality': 'positive'}","['bigger', 'original', 'comfortable', 'size']"
Reebok,Reebok Unisex Adult Classic Leather,Kimichi,4,28-Jul-23,very comfortable and look nice,positif,0.978689849,"{'comfort': 'positive', 'design': 'positive', 'quality': 'positive'}","['nice', 'look', 'comfortable']"
Reebok,Reebok Unisex Adult Classic Leather,Miguel angel,4,25-Jul-23,it fits me well but it doesnt look original,neutral,0.518742025,"{'comfort': 'positive', 'design': 'negative', 'quality': 'positive'}","['doesnt', 'original', 'fits', 'look']"
Reebok,Reebok Unisex Adult Classic Leather,Anayhibe Urrego Nuñez,4,29-Mar-23,they are beautiful comfortable they were a little big and when i tried to change them there was no size smaller,positif,0.911260068,"{'comfort': 'positive', 'quality': 'positive'}","['change', 'beautiful', 'tried', 'smaller', 'big', 'little', 'comfortable', 'size']"
Reebok,Reebok Unisex Adult Classic Leather,Tevin turner,4,6-May-23,its a nice everyday wear,positif,0.921878874,"{'comfort': 'positive', 'quality': 'positive'}","['everyday', 'nice', 'wear']"
Reebok,Reebok Unisex Adult Classic Leather,Debo365,4,16-Nov-22,they are nice looking shoes unfortunately they were a little small and i am going to reorder,positif,0.792495847,"{'design': 'positive', 'quality': 'positive'}","['reorder', 'unfortunately', 'going', 'looking', 'small', 'nice', 'little', 'shoes']"
Reebok,Reebok Unisex Adult Classic Leather,MB,4,11-Jan-23,comfortable good looking but take half a size bigger,positif,0.78575176,"{'comfort': 'positive', 'quality': 'positive'}","['bigger', 'looking', 'half', 'good', 'comfortable', 'size']"
Reebok,Reebok Unisex Adult Classic Leather,ric young,4,19-Dec-22,i bought them for my roommate and she loves the fit,positif,0.975579381,"{'comfort': 'positive', 'design': 'positive', 'price': 'positive', 'quality': 'positive'}","['roommate', 'loves', 'bought', 'fit']"
Reebok,Reebok Unisex Adult Classic Leather,LaTonia Gray,4,3-Aug-22,they are a bit on the small size so if you purchase but half size up but good looking shoe,positif,0.875893235,"{'design': 'positive', 'quality': 'positive'}","['size', 'purchase', 'looking', 'half', 'bit', 'small', 'good', 'shoe']"
Reebok,Reebok Unisex Adult Classic Leather,Amazon Customer,4,31-Jan-23,for work,neutral,0.657628834,"{'design': 'positive', 'price': 'positive', 'quality': 'positive'}",['work']
Reebok,Reebok Unisex Adult Classic Leather,Nicole,4,17-Aug-22,tight for wide feet,neutral,0.808906198,"{'comfort': 'positive', 'design': 'negative', 'price': 'negative', 'quality': 'negative'}","['wide', 'tight', 'feet']"
Reebok,Reebok Unisex Adult Classic Leather,Yo,4,19-Jun-22,got too narrow and runs small,negatif,0.50645411,"{'comfort': 'negative', 'design': 'negative', 'price': 'negative', 'quality': 'negative'}","['runs', 'narrow', 'got', 'small']"
Reebok,Reebok Unisex Adult Classic Leather,Italia,4,30-Apr-24,run small had to exchange,neutral,0.75140965,"{'comfort': 'negative', 'price': 'negative', 'quality': 'negative'}","['exchange', 'run', 'small']"
Reebok,Reebok Unisex Adult Classic Leather,Nick,4,29-Jul-23,great quality shoe and build i wish the sizing was normalized to eu sizing ordered an which was closest and my foot wasnt close to fitting,positif,0.423236132,"{'design': 'positive', 'quality': 'positive'}","['sizing', 'normalized', 'closest', 'build', 'eu', 'close', 'fitting', 'wish', 'wasnt', 'foot']"
Reebok,Reebok Unisex Adult Classic Leather,Jerel Machuca,4,15-Nov-22,i have wide flat feet and in most shoes i wear a size i bought a size and am returning them for a in hopes they fit better i have a few pairs of shoes from columbia that are size s and fit just fine,positif,0.818782151,"{'comfort': 'positive', 'design': 'negative', 'price': 'negative', 'quality': 'negative'}","['columbia', 'hopes', 'size', 'fit', 'returning', 'flat', 'fine', 'pairs', 'better', 'shoes']"
Reebok,Reebok Unisex Adult Classic Leather,JM,4,26-Mar-23,anyone who ever owned a pair of reebok classics knows exactly what they are getting i dont really view these shoes as sport shoes because they fit a little tight and the arch support is not exactly that great for strenuous activities however they are great for styling sweatpants jeans shorts along with ankle socks etc the shoes are very easy to clean and they will complement your look just dont have false expectations expecting them to be everything theyre not these are a good basic pair of affordable shoes,positif,0.727734983,"{'comfort': 'positive', 'design': 'positive', 'price': 'positive', 'quality': 'positive'}","['exactly', 'complement', 'sweatpants', 'shoes', 'styling', 'strenuous', 'view', 'false', 'sport', 'dont']"
Reebok,Reebok Unisex Adult Classic Leather,Pat,4,31-Jul-24,i had reservations about ordering a mans sneaker but though a little loose in the toe area they fit great nothing a cushioned sock wont take care of not as much arch support but can add one to the foot bed,positif,0.481724888,"{'comfort': 'positive', 'quality': 'positive'}","['reservations', 'bed', 'mans', 'cushioned', 'sock', 'add', 'care', 'loose', 'ordering', 'area']"
Reebok,Reebok Unisex Adult Classic Leather,Guy DArcy,4,16-Dec-23,size us reebok these are a narrower width fitting than you would expect to fit a mans foot box marked unisex my other reeboks sports shoes reebok high top us black fit fine shoe quality lever is good,positif,0.871948719,"{'design': 'positive', 'quality': 'positive'}","['reebok', 'lever', 'mans', 'marked', 'reeboks', 'sports', 'narrower', 'fitting', 'unisex', 'expect']"
Reebok,Reebok Unisex Adult Classic Leather,Oscar Botello,4,9-Aug-24,product at a good price very fast arrival for an import only that genuine leather is not,positif,0.678325355,"{'price': 'positive', 'quality': 'positive'}","['import', 'arrival', 'genuine', 'fast', 'leather', 'product', 'price', 'good']"
Reebok,Reebok Unisex Adult Classic Leather,Mal kuraii,4,8-Nov-24,very tight fitting im size and these squished my feet all summer if you have wide feet adjust to another size or brand accordingly trust me on this got on sale for around,positif,0.515339792,"{'comfort': 'negative', 'price': 'positive', 'quality': 'negative'}","['squished', 'accordingly', 'trust', 'adjust', 'feet', 'summer', 'fitting', 'sale', 'size', 'brand']"
Reebok,Reebok Unisex Adult Classic Leather,Samurai,4,25-Jul-24,get a size up or atlest half size up other than that nice color and look,positif,0.654832423,"{'comfort': 'positive', 'design': 'positive', 'quality': 'positive'}","['atlest', 'size', 'half', 'color', 'nice', 'look']"
Reebok,Reebok Unisex Adult Classic Leather,Jesús García C.,4,30-Dec-23,they look good and the materials are good but they come very tight in width and feel very stiff they are not very comfortable for longterm use,neutral,0.397844702,"{'comfort': 'negative', 'quality': 'positive'}","['longterm', 'good', 'materials', 'stiff', 'width', 'come', 'use', 'feel', 'tight', 'look']"
Reebok,Reebok Unisex Adult Classic Leather,This is a very very dark picture and not very good. Very disappointed!,4,20-Dec-24,great looking shoe not comfortable due to the width being too narrow its definitely good value size up i returned this product mainly because i need to be in a store to find out the correct size for me,positif,0.844457924,"{'comfort': 'negative', 'price': 'positive', 'quality': 'negative'}","['mainly', 'value', 'correct', 'width', 'store', 'size', 'need', 'returned', 'definitely', 'looking']"
Reebok,Reebok Unisex Adult Classic Leather,Carl MD,4,18-Aug-24,i had to send back because they fit a size smaller than the tag said just something to consider when ordering get a little biger size than you usually wear,neutral,0.554662287,"{'comfort': 'negative', 'design': 'negative', 'quality': 'negative'}","['biger', 'consider', 'tag', 'send', 'ordering', 'said', 'size', 'usually', 'smaller', 'little']"
Reebok,Reebok Unisex Adult Classic Leather,Niki,4,18-Jul-24,i love these shoes but they definitely fiton the small side theyre narrow go up half a size,positif,0.977914572,"{'comfort': 'positive', 'design': 'positive', 'quality': 'positive'}","['fiton', 'definitely', 'half', 'theyre', 'narrow', 'small', 'love', 'size', 'shoes']"
Reebok,Reebok Unisex Adult Classic Leather,jesus,4,15-Aug-24,excellent material very comfortable good quality,positif,0.959825277,"{'comfort': 'positive', 'quality': 'positive'}","['excellent', 'material', 'quality', 'good', 'comfortable']"
Reebok,Reebok Unisex Adult Classic Leather,Maxime Bouchard,4,20-Jun-24,it was a bit too tight for me but finally my wife love them and wear them everyday so i would recommend too choose maybe one size bigger,positif,0.938286304,"{'comfort': 'positive', 'design': 'positive', 'quality': 'positive'}","['choose', 'wife', 'finally', 'everyday', 'maybe', 'bigger', 'recommend', 'bit', 'tight', 'love']"
Reebok,Reebok Unisex Adult Classic Leather,aspin,4,8-May-24,bought these for an upcoming trip and theyre perfect theyre soft and comfortable insole and i love the rubber sole the traction is perfect for cobblestone streets in europe,positif,0.988499105,"{'comfort': 'positive', 'design': 'positive', 'quality': 'positive'}","['cobblestone', 'upcoming', 'streets', 'theyre', 'perfect', 'europe', 'traction', 'trip', 'soft', 'insole']"
Reebok,Reebok Unisex Adult Classic Leather,Randy,4,18-Mar-24,the shoes look great and delivery was fast i wear size and have narrow feet these shoes were the correct length but the toe area was to tapered nice shoes but enough room for my toes,positif,0.971098483,"{'comfort': 'positive', 'design': 'positive', 'quality': 'positive'}","['tapered', 'shoes', 'room', 'correct', 'length', 'area', 'delivery', 'fast', 'toes', 'toe']"
Reebok,Reebok Unisex Adult Classic Leather,Antuan,4,14-Oct-23,maybe wrong but also important to acknowledge that the product i received fills my expectations nevertheless i want to mention for those who have wider feet be aware youre buying a shoe with tighter measurements im usually in all my shoes us and this fit me okay just not an inch more nor less perfectly i usually wear shoes with a few centimetres but this shoe just felt like it theyre great,positif,0.877708733,"{'comfort': 'positive', 'quality': 'positive'}","['usually', 'acknowledge', 'centimetres', 'fills', 'mention', 'measurements', 'inch', 'aware', 'important', 'expectations']"
Reebok,Reebok Unisex Adult Classic Leather,Navid,4,11-Feb-24,great price for these shoes but because i chose the unisex fit i find the width of the shoe a little tight for me but hey i guess i comprised on fit for the price,neutral,0.508952379,"{'price': 'positive', 'quality': 'positive'}","['comprised', 'hey', 'price', 'chose', 'guess', 'unisex', 'fit', 'width', 'tight', 'little']"
Reebok,Reebok Unisex Adult Classic Leather,Boudreau L.,4,25-Nov-23,smaller than order,neutral,0.637304783,"{'comfort': 'negative', 'design': 'negative', 'price': 'negative', 'quality': 'negative'}","['smaller', 'order']"
Reebok,Reebok Unisex Adult Classic Leather,TA,3,21-Dec-24,firstly the label on the tongue read malefemale size vs malemale i am a male who likes a minimum size larger for my tennis shoes than my street shoes this pair came in at about what i consider to be a size even though it was marked a i may have needed to not use the malefemale size tag when ordering secondly the cushioning was harder than i like the shoe was also narrower than i am used to in this size otherwise the quality of the shoe was good except for the hardness of the cushioning,positif,0.490181774,"{'comfort': 'negative', 'quality': 'negative'}","['malefemale', 'size', 'cushioning', 'hardness', 'malemale', 'firstly', 'secondly', 'minimum', 'vs', 'street']"
Reebok,Reebok Unisex Adult Classic Leather,Amazon Customer,3,15-Dec-24,to narrow and i didnt pay attention to a size and i asked for a for ladies its to tight,negatif,0.653658986,"{'comfort': 'negative', 'design': 'negative', 'quality': 'negative'}","['ladies', 'asked', 'attention', 'pay', 'didnt', 'tight', 'narrow', 'size']"
Reebok,Reebok Unisex Adult Classic Leather,Shelby,3,26-Nov-24,the shoes are fine but the box is destroyed if it was me i dont care about the box as long as the shoes are fine but this was a gift for a shoe guy,neutral,0.507283926,"{'comfort': 'negative', 'design': 'negative', 'quality': 'negative'}","['fine', 'box', 'guy', 'destroyed', 'care', 'gift', 'shoes', 'long', 'dont', 'shoe']"
Reebok,Reebok Unisex Adult Classic Leather,Diana,3,22-Oct-24,i ordered a womens and it was too big returned it for a size which arrived the next day but it was too small the insoles were very thin i gave them away instead of returning them again as its a mile round trip to the ups store,negatif,0.769851029,"{'comfort': 'negative', 'quality': 'negative'}","['ups', 'mile', 'round', 'trip', 'instead', 'gave', 'away', 'returning', 'insoles', 'store']"
Reebok,Reebok Unisex Adult Classic Leather,S. Mann,3,11-Oct-24,i ordered a half size upstill way to small and to narrowhad to return nice looking sneakers,neutral,0.508583546,"{'comfort': 'negative', 'design': 'negative', 'quality': 'negative'}","['narrowhad', 'upstill', 'way', 'looking', 'half', 'return', 'sneakers', 'small', 'nice', 'ordered']"
Reebok,Reebok Unisex Adult Classic Leather,KL Melone,3,28-Aug-24,i liked the color of these brown and black sneakers i wear a womens so ordered them the heel cup is big so my lowcut socks ride down giving three stars for that inconvenience they are stiff and not a lot of padding i will keep them because the price and color are right they look cute with jeans wide leg pants and even the dresses and skirts i will wear in the fall,positif,0.959152877,"{'comfort': 'positive', 'design': 'positive', 'price': 'positive', 'quality': 'positive'}","['inconvenience', 'cup', 'lowcut', 'skirts', 'color', 'ride', 'dresses', 'leg', 'pants', 'giving']"
Reebok,Reebok Unisex Adult Classic Leather,Rojas,3,21-Oct-24,more orange in the color than depicted on the photo,neutral,0.760216057,"{'comfort': 'positive', 'design': 'positive', 'price': 'positive', 'quality': 'positive'}","['depicted', 'orange', 'photo', 'color']"
Reebok,Reebok Unisex Adult Classic Leather,Keri F.,3,30-Aug-24,as soon as i opened the box i knew i would be returning this item shoe is very stiff and very tight shoe is not true to size i do not recommend this shoe if you need to walk for long periods of time,negatif,0.943002284,"{'comfort': 'negative', 'quality': 'negative'}","['shoe', 'periods', 'knew', 'opened', 'soon', 'item', 'stiff', 'returning', 'need', 'walk']"
Reebok,Reebok Unisex Adult Classic Leather,Ricardo,3,17-Sep-24,its gud but the size i pick was a bit off but nxt time i know wat to do thanks much,neutral,0.567983091,"{'comfort': 'positive', 'quality': 'positive'}","['gud', 'nxt', 'wat', 'pick', 'thanks', 'know', 'bit', 'time', 'size']"
Reebok,Reebok Unisex Adult Classic Leather,Rick,3,25-Aug-24,the leather feels really hard not the same feel as my last pair sole feels stiff as well aside from that they look good maybe things just arent what they used to be,negatif,0.594566345,"{'comfort': 'negative', 'design': 'positive', 'quality': 'negative'}","['feels', 'aside', 'things', 'arent', 'stiff', 'maybe', 'hard', 'leather', 'used', 'feel']"
Reebok,Reebok Unisex Adult Classic Leather,mfrybarger,3,30-Aug-24,the shoes are a very nice pair i just cant get a size foot in a size shoe i really appreciate how promptly you respond and reimburse my funds thank you,positif,0.964630365,{'quality': 'positive'},"['funds', 'respond', 'reimburse', 'promptly', 'appreciate', 'thank', 'size', 'foot', 'nice', 'really']"
Reebok,Reebok Unisex Adult Classic Leather,Me encantaron son comodos y la entrega en el tiempo exacto,3,4-Sep-24,the shoe is very nice only the size of the laces is not the same the one is longer than the other shoes,positif,0.945300937,"{'comfort': 'positive', 'design': 'positive', 'quality': 'positive'}","['longer', 'laces', 'nice', 'shoe', 'size', 'shoes']"
Reebok,Reebok Unisex Adult Classic Leather,Deon Baptiste,3,15-Sep-24,strong shoe but hard on the inside a bit uncomfortable,neutral,0.476840138,"{'comfort': 'negative', 'design': 'negative', 'quality': 'negative'}","['strong', 'hard', 'inside', 'uncomfortable', 'bit', 'shoe']"
Reebok,Reebok Unisex Adult Classic Leather,Fredy Rodriguez,3,10-Aug-24,they arrived well in a short time however they seem used they do not have official labels and the right cord looks dirty,negatif,0.547884941,"{'design': 'negative', 'quality': 'negative'}","['cord', 'labels', 'official', 'short', 'dirty', 'used', 'looks', 'arrived', 'right', 'time']"
Reebok,Reebok Unisex Adult Classic Leather,Tony,3,27-Jul-24,narrower than a normal fit anyone with remotely wide feet should avoid these this has a slight incline typical for running shoes also these did not breathe well,negatif,0.920130908,"{'comfort': 'negative', 'design': 'negative', 'quality': 'negative'}","['incline', 'remotely', 'breathe', 'avoid', 'slight', 'typical', 'narrower', 'normal', 'running', 'did']"
Reebok,Reebok Unisex Adult Classic Leather,A2Z Shopper,3,23-Jul-24,didnt like these after i received them the shoe seems unfinished didnt care for the fit or design after trying them on the shoes tongue design is stars,negatif,0.947852135,"{'comfort': 'negative', 'design': 'negative', 'quality': 'negative'}","['design', 'unfinished', 'didnt', 'care', 'trying', 'stars', 'tongue', 'received', 'like', 'fit']"
Reebok,Reebok Unisex Adult Classic Leather,Amazon Customer,3,5-Aug-24,the shoes are narrow for a medium width,neutral,0.833135009,"{'comfort': 'negative', 'design': 'negative', 'quality': 'negative'}","['medium', 'width', 'narrow', 'shoes']"
