id,name,brand,category,color,gender,price,stock,rating,reviews,status,release_date,weight,size,returnable
438,Nike Football Ultra,Nike,Football,Purple,Men,2347000.0,20,4.3,239,Regular,2024-02-14,65.4,3.0,t
439,Reebok Running Classic,Reebok,Running,Grey,Unisex,1915000.0,0,4.1,809,Clearance,2024-02-09,44.4,4.8,t
440,Converse Casual Elite,Converse,Casual,Red,Unisex,1443000.0,40,3.8,885,Regular,2020-11-21,86.0,1.9,t
441,Puma Basketball Lite,Puma,Basketball,Grey,Men,2816000.0,50,3.9,330,Clearance,2022-12-30,63.9,1.1,t
442,Adidas Casual Classic,Adidas,Casual,Purple,Men,1360000.0,0,3.8,158,Discontinued,2022-09-15,50.6,3.8,t
443,Adidas Sandals Classic,Adidas,Sandals,Orange,Unisex,2124000.0,30,4.7,479,Clearance,2023-09-26,73.4,4.6,t
444,Converse Tennis Lite,Converse,Tennis,Blue,Unisex,2855000.0,0,4.5,240,New,2024-10-07,59.8,1.1,f
445,Adidas Basketball Lite,Adidas,Basketball,White,Women,1315000.0,10,3.9,965,Discontinued,2020-10-08,39.3,1.2,t
446,Converse Badminton Ultra,Converse,Badminton,Red,Unisex,2157000.0,20,4.9,420,Clearance,2023-01-06,18.7,4.9,t
447,Converse Sandals Pro,Converse,Sandals,Red,Men,2558000.0,20,4.1,983,Regular,2022-06-20,53.5,2.1,t
448,Nike Tennis Ultra,Nike,Tennis,Black,Unisex,2211000.0,0,3.7,361,Regular,2023-07-05,29.9,4.0,t
449,Converse Casual Ultra,Converse,Casual,White,Men,1152000.0,20,4.1,947,Discontinued,2023-11-27,90.3,4.2,t
450,Nike Basketball Lite,Nike,Basketball,Navy,Women,2677000.0,0,4.4,200,Discontinued,2021-05-31,29.9,1.9,t
451,Converse Badminton Pro,Converse,Badminton,Grey,Women,1232000.0,40,3.7,228,Discontinued,2021-07-31,59.2,2.7,t
452,Converse Sandals Ultra,Converse,Sandals,Purple,Men,1794000.0,50,3.6,569,Discontinued,2022-07-22,66.1,1.3,t
453,Nike Running Ultra,Nike,Running,Blue,Unisex,1440000.0,30,4.1,613,Discontinued,2023-06-12,88.6,2.8,t
454,Puma Badminton Pro,Puma,Badminton,Navy,Women,1125000.0,40,4.5,279,Clearance,2023-08-15,73.1,2.9,t
455,Adidas Tennis Lite,Adidas,Tennis,Green,Men,2278000.0,20,4.3,936,New,2024-05-12,19.9,3.1,t
456,Adidas Tennis Lite,Adidas,Tennis,Pink,Men,2203000.0,0,4.8,463,Regular,2022-06-07,18.7,3.1,t
457,Converse Tennis Lite,Converse,Tennis,Purple,Unisex,1529000.0,0,3.5,869,New,2024-09-14,39.6,1.2,t
458,Adidas Running Lite,Adidas,Running,Purple,Women,2460000.0,0,4.3,898,New,2021-12-01,38.5,4.5,t
459,Adidas Badminton Classic,Adidas,Badminton,Grey,Unisex,1157000.0,20,3.7,467,Discontinued,2021-08-27,22.2,2.7,t
460,Converse Football Elite,Converse,Football,Purple,Men,910000.0,10,3.7,206,Clearance,2020-09-06,86.3,4.7,f
461,Puma Tennis Elite,Puma,Tennis,Blue,Women,2504000.0,10,4.5,244,Regular,2024-08-04,93.6,3.8,t
462,Reebok Sandals Pro,Reebok,Sandals,Navy,Unisex,1835000.0,40,4.7,363,Clearance,2021-06-18,54.1,2.1,t
463,Converse Running Classic,Converse,Running,Pink,Women,2470000.0,40,3.9,723,Discontinued,2022-04-13,96.9,3.4,t
464,Converse Basketball Pro,Converse,Basketball,Grey,Unisex,2336000.0,30,4.2,502,Discontinued,2020-09-07,57.3,3.7,f
465,Reebok Badminton Lite,Reebok,Badminton,Grey,Women,2713000.0,0,4.6,335,Discontinued,2020-09-07,34.6,3.3,t
466,Adidas Casual Elite,Adidas,Casual,Navy,Women,2923000.0,40,3.8,451,Clearance,2023-03-21,63.8,1.1,t
467,Nike Casual Elite,Nike,Casual,Pink,Men,693000.0,0,5.0,633,Discontinued,2021-12-22,81.9,2.0,t
468,Reebok Badminton Classic,Reebok,Badminton,Orange,Women,814000.0,10,3.9,638,Regular,2023-05-01,74.5,1.4,t
469,Nike Casual Pro,Nike,Casual,White,Unisex,1695000.0,0,4.8,44,Discontinued,2024-05-12,24.7,3.2,t
470,Converse Football Elite,Converse,Football,Black,Men,1468000.0,0,3.8,769,New,2020-05-21,80.9,4.7,f
471,Reebok Football Elite,Reebok,Football,Navy,Men,994000.0,20,3.6,152,Discontinued,2024-01-10,92.3,2.7,f
472,Reebok Badminton Classic,Reebok,Badminton,Purple,Men,1390000.0,30,4.1,372,Regular,2021-11-12,3.3,4.8,t
473,Reebok Sandals Lite,Reebok,Sandals,Blue,Unisex,1121000.0,10,4.7,931,Clearance,2022-05-23,77.7,1.3,f
474,Reebok Running Pro,Reebok,Running,Red,Women,1459000.0,20,3.9,559,New,2023-02-17,87.9,3.7,f
475,Reebok Running Lite,Reebok,Running,Green,Men,874000.0,30,3.8,682,Clearance,2020-08-04,16.2,4.2,t
476,Puma Running Pro,Puma,Running,Green,Women,2750000.0,0,4.8,585,Regular,2024-10-16,94.6,1.6,t
477,Reebok Running Elite,Reebok,Running,Navy,Unisex,1880000.0,40,4.4,784,Regular,2022-05-15,41.3,2.9,t
478,Reebok Running Elite,Reebok,Running,Orange,Men,2922000.0,50,4.1,888,Regular,2022-07-29,58.2,1.8,t
479,Reebok Football Pro,Reebok,Football,Grey,Men,1784000.0,50,4.2,682,Regular,2024-01-14,48.8,3.2,t
480,Converse Badminton Pro,Converse,Badminton,Navy,Women,590000.0,0,4.9,215,Regular,2024-07-24,93.4,3.9,t
481,Reebok Badminton Lite,Reebok,Badminton,Green,Women,1720000.0,0,4.4,788,Clearance,2020-12-19,14.8,3.4,t
482,Converse Sandals Pro,Converse,Sandals,Navy,Unisex,2223000.0,0,4.4,166,New,2024-05-26,1.4,4.8,t
483,Reebok Football Pro,Reebok,Football,Pink,Men,1185000.0,30,4.8,496,Discontinued,2022-09-11,32.5,2.5,t
484,Reebok Badminton Ultra,Reebok,Badminton,Navy,Unisex,1810000.0,20,4.8,809,New,2022-06-12,92.0,2.9,f
485,Reebok Tennis Elite,Reebok,Tennis,White,Unisex,802000.0,20,4.2,85,Clearance,2021-04-15,68.3,2.6,t
486,Puma Badminton Pro,Puma,Badminton,White,Men,2722000.0,40,4.6,806,Clearance,2023-08-05,1.2,2.4,t
487,Adidas Tennis Pro,Adidas,Tennis,Purple,Women,1988000.0,10,4.8,625,Regular,2023-01-04,38.2,4.0,t
488,Nike Casual Lite,Nike,Casual,Grey,Women,1360000.0,20,4.1,879,Discontinued,2020-10-05,66.4,3.2,t
489,Adidas Sandals Elite,Adidas,Sandals,Blue,Unisex,1850000.0,0,4.0,265,New,2023-11-10,71.7,4.0,t
490,Adidas Basketball Pro,Adidas,Basketball,Pink,Unisex,655000.0,0,3.6,823,Regular,2020-09-18,86.5,1.3,t
491,Nike Running Ultra,Nike,Running,Grey,Women,1164000.0,0,3.7,202,Regular,2021-01-19,11.0,2.7,t
492,Puma Basketball Classic,Puma,Basketball,Black,Men,554000.0,0,4.4,456,Regular,2024-06-19,39.5,2.6,t
493,Nike Tennis Lite,Nike,Tennis,Grey,Women,2935000.0,10,4.7,839,Discontinued,2023-05-13,10.0,3.1,t
494,Reebok Tennis Ultra,Reebok,Tennis,Pink,Women,807000.0,20,4.1,972,New,2022-04-21,99.0,1.4,t
495,Puma Tennis Elite,Puma,Tennis,Purple,Women,829000.0,50,4.3,797,New,2020-05-04,93.4,4.5,t
496,Nike Sandals Lite,Nike,Sandals,Pink,Women,2011000.0,30,3.6,907,New,2022-03-08,55.7,2.5,t
497,Reebok Casual Ultra,Reebok,Casual,Red,Unisex,1566000.0,10,4.8,915,Regular,2022-09-14,6.4,4.1,f
498,Puma Sandals Lite,Puma,Sandals,Orange,Women,2128000.0,20,4.3,785,Clearance,2020-03-20,57.5,4.5,f
499,Adidas Tennis Ultra,Adidas,Tennis,Green,Men,2437000.0,0,4.6,993,Discontinued,2024-07-27,3.2,3.0,f
500,Converse Football Ultra,Converse,Football,Blue,Unisex,1212000.0,20,3.7,620,Clearance,2021-07-21,50.3,1.2,t
501,Reebok Casual Pro,Reebok,Casual,Orange,Men,1551000.0,50,4.8,543,Discontinued,2022-03-01,55.3,1.5,t
502,Puma Badminton Ultra,Puma,Badminton,Purple,Women,1761000.0,50,4.8,622,New,2021-04-13,26.0,4.4,t
503,Nike Casual Pro,Nike,Casual,Grey,Men,2240000.0,10,3.6,503,Regular,2021-09-29,5.0,1.7,t
504,Reebok Basketball Ultra,Reebok,Basketball,Orange,Women,653000.0,20,4.7,401,Clearance,2021-05-22,28.7,2.9,t
505,Puma Basketball Elite,Puma,Basketball,Pink,Unisex,2306000.0,0,4.8,985,New,2020-01-23,46.1,3.1,t
506,Reebok Sandals Classic,Reebok,Sandals,Navy,Men,2406000.0,0,4.7,680,New,2023-09-08,91.9,1.0,t
507,Adidas Casual Lite,Adidas,Casual,Purple,Unisex,2965000.0,30,3.9,806,Discontinued,2020-11-02,41.6,3.4,t
508,Puma Tennis Lite,Puma,Tennis,Orange,Unisex,2909000.0,0,4.8,202,Discontinued,2021-01-25,84.8,4.8,t
509,Converse Football Pro,Converse,Football,Green,Unisex,2419000.0,40,3.9,432,Discontinued,2020-04-03,17.4,4.9,t
510,Adidas Basketball Pro,Adidas,Basketball,Purple,Men,623000.0,10,4.5,809,Regular,2022-10-25,88.0,4.2,t
511,Puma Badminton Lite,Puma,Badminton,Orange,Men,2847000.0,20,3.9,161,Discontinued,2022-07-25,92.3,4.4,t
512,Nike Badminton Pro,Nike,Badminton,Purple,Women,1157000.0,30,3.9,915,Clearance,2020-07-26,41.3,4.3,t
513,Converse Sandals Pro,Converse,Sandals,Navy,Men,1557000.0,0,4.0,280,Discontinued,2024-05-15,61.9,3.6,t
514,Converse Basketball Classic,Converse,Basketball,Blue,Men,2025000.0,10,3.7,268,Discontinued,2020-04-02,67.3,2.7,f
515,Converse Football Ultra,Converse,Football,Green,Women,1987000.0,30,4.1,258,Discontinued,2023-01-30,26.5,4.9,t
516,Converse Running Lite,Converse,Running,Red,Men,2624000.0,0,3.6,85,Regular,2021-11-14,95.1,3.5,t
517,Converse Running Elite,Converse,Running,White,Unisex,2254000.0,10,4.1,51,Clearance,2024-11-05,15.9,4.6,t
518,Adidas Badminton Pro,Adidas,Badminton,Black,Unisex,1937000.0,0,3.7,582,New,2022-04-16,18.8,1.3,t
519,Reebok Casual Pro,Reebok,Casual,Blue,Women,1847000.0,0,4.9,24,Regular,2023-03-17,80.2,4.0,t
520,Puma Sandals Classic,Puma,Sandals,Pink,Women,619000.0,0,4.4,969,Discontinued,2021-04-25,8.9,1.2,t
521,Nike Running Elite,Nike,Running,Grey,Unisex,2800000.0,0,4.8,624,Discontinued,2024-06-06,21.2,4.9,t
522,Puma Sandals Elite,Puma,Sandals,Pink,Men,1015000.0,20,4.5,333,Discontinued,2024-03-21,35.0,2.3,t
523,Nike Football Elite,Nike,Football,Navy,Men,2739000.0,0,4.0,386,New,2024-01-17,67.2,2.5,t
524,Nike Football Pro,Nike,Football,Black,Unisex,583000.0,40,4.2,734,Clearance,2024-03-17,71.4,3.7,t
525,Reebok Basketball Classic,Reebok,Basketball,Purple,Men,1812000.0,0,4.5,916,New,2020-11-13,81.1,1.4,f
526,Reebok Sandals Ultra,Reebok,Sandals,Black,Unisex,2138000.0,20,4.4,852,Discontinued,2023-01-23,86.9,1.9,t
527,Reebok Casual Elite,Reebok,Casual,Orange,Women,1856000.0,0,4.2,739,New,2022-01-24,23.0,2.8,t
528,Puma Sandals Ultra,Puma,Sandals,Purple,Men,584000.0,0,4.6,850,Discontinued,2021-03-14,99.3,2.8,t
529,Converse Football Lite,Converse,Football,Grey,Men,2315000.0,20,4.6,838,Discontinued,2021-04-04,13.2,4.9,t
530,Nike Tennis Classic,Nike,Tennis,Navy,Men,2166000.0,0,3.9,327,Clearance,2020-06-16,62.4,1.5,t
531,Nike Sandals Pro,Nike,Sandals,Blue,Women,2743000.0,10,5.0,71,Discontinued,2021-09-14,37.6,2.6,f
532,Puma Tennis Classic,Puma,Tennis,White,Men,1229000.0,30,4.3,117,Clearance,2020-06-06,21.8,4.8,f
533,Adidas Running Pro,Adidas,Running,Red,Men,2230000.0,50,4.3,881,Regular,2021-04-04,38.8,1.3,t
534,Puma Casual Ultra,Puma,Casual,Navy,Women,2647000.0,30,5.0,157,Clearance,2021-02-13,97.9,2.9,t
535,Puma Tennis Pro,Puma,Tennis,Purple,Men,1486000.0,40,4.3,459,Discontinued,2021-10-18,66.1,3.6,t
536,Converse Basketball Ultra,Converse,Basketball,Navy,Women,2635000.0,20,4.3,515,New,2021-07-10,43.3,4.4,t
537,Puma Sandals Classic,Puma,Sandals,Blue,Men,2807000.0,30,4.2,508,Discontinued,2021-04-08,93.8,3.3,t
538,Adidas Running Classic,Adidas,Running,Orange,Women,1836000.0,0,3.9,857,New,2022-06-20,1.0,2.1,t
539,Nike Basketball Elite,Nike,Basketball,Green,Women,2159000.0,50,4.0,689,Regular,2023-06-16,61.8,1.7,t
540,Puma Sandals Classic,Puma,Sandals,Red,Women,1687000.0,10,4.1,252,New,2022-11-11,28.2,1.9,t
541,Adidas Casual Lite,Adidas,Casual,Navy,Unisex,1190000.0,0,4.5,771,Discontinued,2023-07-18,81.7,4.0,t
542,Reebok Casual Lite,Reebok,Casual,Orange,Men,1163000.0,0,4.3,95,Regular,2023-07-01,0.5,4.3,t
543,Puma Basketball Elite,Puma,Basketball,White,Unisex,2661000.0,50,4.3,14,Clearance,2021-12-17,63.8,3.2,t
544,Converse Tennis Ultra,Converse,Tennis,White,Men,2308000.0,20,4.1,84,Regular,2023-03-18,69.9,3.5,t
545,Nike Basketball Elite,Nike,Basketball,Pink,Men,2952000.0,0,4.3,129,Discontinued,2024-07-08,88.6,2.9,t
546,Puma Football Classic,Puma,Football,Green,Women,2532000.0,30,4.6,965,Clearance,2022-03-09,67.7,3.0,t
547,Nike Running Elite,Nike,Running,Red,Men,1974000.0,10,4.3,562,New,2024-08-29,87.7,1.9,t
548,Puma Basketball Ultra,Puma,Basketball,Red,Unisex,1044000.0,0,4.8,748,Clearance,2022-08-18,10.1,2.9,f
549,Converse Football Ultra,Converse,Football,White,Men,1734000.0,20,4.9,219,New,2024-09-09,20.2,1.2,t
550,Adidas Football Classic,Adidas,Football,Pink,Women,1812000.0,10,3.6,68,Regular,2020-05-15,71.5,3.5,f
551,Reebok Sandals Elite,Reebok,Sandals,Red,Men,2696000.0,0,4.3,827,Clearance,2022-08-10,48.0,3.2,t
552,Puma Sandals Lite,Puma,Sandals,Grey,Women,781000.0,0,4.3,363,Regular,2021-06-19,64.8,4.2,f
553,Nike Running Classic,Nike,Running,Green,Men,1783000.0,50,4.0,273,Clearance,2021-10-03,9.4,3.2,t
554,Nike Tennis Pro,Nike,Tennis,Red,Women,991000.0,30,4.3,545,Clearance,2021-11-06,95.3,2.9,t
555,Converse Running Classic,Converse,Running,Pink,Unisex,2742000.0,40,4.3,591,Clearance,2024-12-05,75.3,4.4,f
556,Reebok Basketball Pro,Reebok,Basketball,Green,Women,695000.0,30,4.7,687,Discontinued,2020-11-19,5.3,2.3,t
557,Reebok Tennis Lite,Reebok,Tennis,Orange,Unisex,1963000.0,40,4.8,523,Clearance,2024-06-07,39.4,2.2,t
558,Adidas Running Pro,Adidas,Running,White,Women,894000.0,10,3.7,135,New,2021-05-04,0.2,4.9,t
559,Reebok Tennis Lite,Reebok,Tennis,White,Women,699000.0,0,3.8,350,Regular,2024-10-27,86.9,4.9,t
560,Converse Football Ultra,Converse,Football,Purple,Unisex,2612000.0,50,3.9,974,Discontinued,2021-10-28,82.7,2.4,t
561,Reebok Basketball Pro,Reebok,Basketball,Orange,Unisex,2350000.0,10,5.0,578,Discontinued,2022-05-05,98.1,4.6,t
562,Nike Tennis Classic,Nike,Tennis,Pink,Unisex,861000.0,10,4.6,947,New,2024-11-16,19.9,1.9,t
563,Puma Running Elite,Puma,Running,Orange,Women,2227000.0,30,4.7,922,New,2024-02-05,17.9,4.9,t
564,Reebok Sandals Lite,Reebok,Sandals,Purple,Women,2653000.0,10,4.5,397,Regular,2024-08-16,62.1,2.9,t
565,Adidas Badminton Lite,Adidas,Badminton,Grey,Unisex,1885000.0,40,4.0,615,Clearance,2021-12-11,35.4,4.8,t
566,Converse Casual Lite,Converse,Casual,Black,Unisex,1849000.0,10,4.3,57,Discontinued,2021-02-27,25.0,3.0,t
567,Reebok Badminton Ultra,Reebok,Badminton,Blue,Men,984000.0,20,4.4,452,Regular,2020-12-07,70.1,1.5,f
568,Reebok Tennis Classic,Reebok,Tennis,Black,Unisex,2524000.0,40,4.4,491,Clearance,2023-09-02,7.5,3.5,t
569,Nike Running Elite,Nike,Running,Grey,Unisex,1876000.0,40,3.9,406,Regular,2023-09-28,41.9,2.2,t
570,Converse Basketball Ultra,Converse,Basketball,Red,Men,1734000.0,30,4.3,427,Regular,2024-12-08,22.4,2.7,t
571,Nike Football Pro,Nike,Football,Red,Unisex,527000.0,10,4.6,546,Regular,2020-07-28,38.5,1.5,t
572,Nike Running Elite,Nike,Running,White,Women,1770000.0,10,4.1,701,Clearance,2021-03-18,45.2,3.1,t
573,Reebok Casual Elite,Reebok,Casual,White,Women,574000.0,0,4.0,974,Regular,2021-08-12,50.0,4.2,t
574,Adidas Sandals Pro,Adidas,Sandals,Orange,Men,922000.0,0,4.0,332,New,2020-06-27,36.2,1.1,t
575,Converse Casual Classic,Converse,Casual,Black,Unisex,1967000.0,0,4.9,686,Clearance,2020-10-15,58.9,4.9,f
576,Nike Football Pro,Nike,Football,Purple,Men,1539000.0,30,3.8,296,Discontinued,2024-06-28,54.7,4.7,f
577,Adidas Badminton Elite,Adidas,Badminton,Green,Unisex,2876000.0,10,3.8,136,Regular,2021-09-30,33.3,4.2,t
578,Puma Basketball Pro,Puma,Basketball,Blue,Unisex,838000.0,30,3.6,898,Clearance,2022-11-28,19.1,2.1,t
579,Reebok Sandals Ultra,Reebok,Sandals,Orange,Men,1078000.0,20,3.6,166,Regular,2020-02-17,10.9,3.7,t
580,Nike Badminton Classic,Nike,Badminton,Blue,Women,870000.0,0,4.8,842,Regular,2020-08-13,71.9,2.4,t
581,Puma Tennis Classic,Puma,Tennis,Purple,Men,2063000.0,20,3.7,456,Regular,2023-09-18,7.6,2.9,t
582,Puma Football Classic,Puma,Football,Pink,Women,1101000.0,40,4.7,274,New,2024-09-11,84.1,1.4,t
583,Reebok Running Classic,Reebok,Running,Pink,Men,1277000.0,20,3.9,219,New,2024-06-26,57.7,2.3,t
584,Adidas Running Ultra,Adidas,Running,Black,Women,1443000.0,0,4.1,589,Discontinued,2021-07-27,87.7,4.8,t
585,Puma Sandals Ultra,Puma,Sandals,Navy,Men,2673000.0,0,3.9,567,Clearance,2020-03-30,90.5,4.8,f
586,Nike Sandals Elite,Nike,Sandals,Blue,Women,2606000.0,20,4.9,331,Regular,2022-08-23,25.2,1.5,t
587,Puma Running Ultra,Puma,Running,Blue,Women,1994000.0,0,4.6,976,Regular,2024-07-28,93.8,3.7,t
588,Reebok Basketball Lite,Reebok,Basketball,Red,Men,1691000.0,10,3.8,610,New,2024-06-03,90.4,4.8,t
589,Reebok Football Elite,Reebok,Football,Black,Unisex,2069000.0,0,3.6,560,Discontinued,2024-02-18,70.0,3.2,f
590,Reebok Sandals Elite,Reebok,Sandals,White,Unisex,1006000.0,50,4.7,177,Clearance,2022-12-07,24.2,2.9,t
591,Puma Badminton Elite,Puma,Badminton,Green,Men,1915000.0,40,4.8,782,Regular,2024-09-25,94.2,1.1,t
592,Reebok Sandals Elite,Reebok,Sandals,Blue,Women,1244000.0,0,4.7,634,Discontinued,2020-12-02,43.8,3.9,t
593,Nike Running Classic,Nike,Running,White,Men,1400000.0,0,4.8,13,Discontinued,2021-09-08,13.5,1.4,t
594,Nike Casual Ultra,Nike,Casual,Navy,Men,2307000.0,0,4.1,496,New,2021-05-19,71.4,3.8,f
595,Puma Football Classic,Puma,Football,Navy,Women,1402000.0,0,4.8,617,Discontinued,2021-10-24,66.5,2.6,t
596,Reebok Sandals Pro,Reebok,Sandals,Green,Men,1244000.0,20,4.7,570,Clearance,2024-09-24,5.9,3.2,f
597,Adidas Casual Pro,Adidas,Casual,Pink,Unisex,1754000.0,0,4.1,38,Regular,2024-11-29,48.4,1.9,t
598,Nike Basketball Ultra,Nike,Basketball,Red,Men,1615000.0,10,3.8,277,Clearance,2020-04-01,6.1,2.1,t
599,Reebok Sandals Pro,Reebok,Sandals,Pink,Men,1371000.0,20,3.8,709,New,2023-10-02,3.7,3.1,t
600,Puma Sandals Elite,Puma,Sandals,Blue,Women,1788000.0,20,3.6,389,Clearance,2023-06-05,87.3,4.4,t
